season,team,conferenceName,divisionName,points,gamesPlayed,wins,losses,otLosses,ties,regulationWins,regulationPlusOtWins,goalFor,goalAgainst,leagueSequence,conferenceSequence,divisionSequence,wildcardSequence
2002,Nashville Predators,Western,Central,69,82,28,41,0,13,23,28,196,230,25,14,4,0
2002,Pittsburgh Penguins,Eastern,Atlantic,69,82,28,41,5,8,21,28,198,249,26,12,5,0
2002,Tampa Bay Lightning,Eastern,Southeast,69,82,27,40,4,11,23,27,178,219,27,13,3,0
2002,Florida Panthers,Eastern,Southeast,60,82,22,44,6,10,22,22,180,250,28,14,4,0
2002,Columbus Blue Jackets,Western,Central,57,82,22,47,5,8,20,22,164,255,29,15,5,0
2002,Atlanta Thrashers,Eastern,Southeast,54,82,19,47,5,11,16,19,187,288,30,15,5,0
2003,Ottawa Senators,Eastern,Northeast,113,82,52,21,1,8,45,52,263,182,1,1,1,0
2003,Dallas Stars,Western,Pacific,111,82,46,17,4,15,41,46,245,169,2,1,1,0
2003,Detroit Red Wings,Western,Central,110,82,48,20,4,10,41,48,269,203,3,2,1,0
2003,New Jersey Devils,Eastern,Atlantic,108,82,46,20,6,10,38,46,216,166,4,2,1,0
2003,Philadelphia Flyers,Eastern,Atlantic,107,82,45,20,4,13,39,45,211,166,5,4,2,0
2003,Colorado Avalanche,Western,Northwest,105,82,42,19,8,13,35,42,251,194,6,3,1,0
2003,Vancouver Canucks,Western,Northwest,104,82,45,23,1,13,40,45,264,208,7,4,2,0
2003,St. Louis Blues,Western,Central,99,82,41,24,6,11,35,41,253,222,8,5,2,0
2003,Toronto Maple Leafs,Eastern,Northeast,98,82,44,28,3,7,37,44,236,208,9,5,2,0
2003,Minnesota Wild,Western,Northwest,95,82,42,29,1,10,34,42,198,178,10,6,3,0
2003,Anaheim Ducks,Western,Pacific,95,82,40,27,6,9,34,40,203,193,11,7,2,0
2003,Tampa Bay Lightning,Eastern,Southeast,93,82,36,25,5,16,34,36,219,210,12,3,1,0
2003,Washington Capitals,Eastern,Southeast,92,82,39,29,6,8,33,39,224,220,13,6,2,0
2003,Edmonton Oilers,Western,Northwest,92,82,36,26,9,11,29,36,231,230,14,8,4,0
2003,Boston Bruins,Eastern,Northeast,87,82,36,31,4,11,30,36,245,237,15,7,3,0
2003,New York Islanders,Eastern,Atlantic,83,82,35,34,2,11,30,35,224,231,16,8,3,0
2003,Chicago Blackhawks,Western,Central,79,82,30,33,6,13,26,30,207,226,17,9,3,0
2003,Los Angeles Kings,Western,Pacific,78,82,33,37,6,6,27,33,203,221,18,10,3,0
2003,New York Rangers,Eastern,Atlantic,78,82,32,36,4,10,26,32,210,231,19,9,4,0
2003,Arizona Coyotes,Western,Pacific,78,82,31,35,5,11,27,31,204,230,20,11,4,0
2003,Montreal Canadiens,Eastern,Northeast,77,82,30,35,9,8,28,30,206,234,21,10,4,0
2003,Calgary Flames,Western,Northwest,75,82,29,36,4,13,23,29,186,228,22,12,5,0
2003,Atlanta Thrashers,Eastern,Southeast,74,82,31,39,5,7,24,31,226,284,23,11,3,0
2003,Nashville Predators,Western,Central,74,82,27,35,7,13,22,27,183,206,24,13,4,0
2003,San Jose Sharks,Western,Pacific,73,82,28,37,8,9,26,28,214,239,25,14,5,0
2003,Buffalo Sabres,Eastern,Northeast,72,82,27,37,8,10,24,27,190,219,26,12,5,0
2003,Florida Panthers,Eastern,Southeast,70,82,24,36,9,13,20,24,176,237,27,13,4,0
2003,Columbus Blue Jackets,Western,Central,69,82,29,42,3,8,25,29,213,263,28,15,5,0
2003,Pittsburgh Penguins,Eastern,Atlantic,65,82,27,44,5,6,24,27,189,255,29,14,5,0
2003,Carolina Hurricanes,Eastern,Southeast,61,82,22,43,6,11,20,22,171,240,30,15,5,0
2004,Detroit Red Wings,Western,Central,109,82,48,21,2,11,41,48,255,189,1,1,1,0
2004,Tampa Bay Lightning,Eastern,Southeast,106,82,46,22,6,8,42,46,245,192,2,1,1,0
2004,San Jose Sharks,Western,Pacific,104,82,43,21,6,12,40,43,219,183,3,2,1,0
2004,Boston Bruins,Eastern,Northeast,104,82,41,19,7,15,33,41,209,188,4,2,1,0
2004,Toronto Maple Leafs,Eastern,Northeast,103,82,45,24,3,10,41,45,242,204,5,4,2,0
2004,Ottawa Senators,Eastern,Northeast,102,82,43,23,6,10,40,43,262,189,6,5,3,0
2004,Vancouver Canucks,Western,Northwest,101,82,43,24,5,10,32,43,235,194,7,3,1,0
2004,Philadelphia Flyers,Eastern,Atlantic,101,82,40,21,6,15,38,40,229,186,8,3,1,0
2004,New Jersey Devils,Eastern,Atlantic,100,82,43,25,2,12,36,43,213,164,9,6,2,0
2004,Colorado Avalanche,Western,Northwest,100,82,40,22,7,13,32,40,236,198,10,4,2,0
2004,Dallas Stars,Western,Pacific,97,82,41,26,2,13,38,41,194,175,11,5,2,0
2004,Calgary Flames,Western,Northwest,94,82,42,30,3,7,39,42,200,176,12,6,3,0
2004,Montreal Canadiens,Eastern,Northeast,93,82,41,30,4,7,36,41,208,192,13,7,4,0
2004,St. Louis Blues,Western,Central,91,82,39,30,2,11,28,39,191,198,14,7,2,0
2004,New York Islanders,Eastern,Atlantic,91,82,38,29,4,11,36,38,237,210,15,8,3,0
2004,Nashville Predators,Western,Central,91,82,38,29,4,11,31,38,216,217,16,8,3,0
2004,Edmonton Oilers,Western,Northwest,89,82,36,29,5,12,30,36,221,208,17,9,4,0
2004,Buffalo Sabres,Eastern,Northeast,85,82,37,34,4,7,35,37,220,221,18,9,5,0
2004,Minnesota Wild,Western,Northwest,83,82,30,29,3,20,29,30,188,183,19,10,5,0
2004,Los Angeles Kings,Western,Pacific,81,82,28,29,9,16,26,28,205,217,20,11,3,0
2004,Atlanta Thrashers,Eastern,Southeast,78,82,33,37,4,8,27,33,214,243,21,10,2,0
2004,Anaheim Ducks,Western,Pacific,76,82,29,35,8,10,25,29,184,213,22,12,4,0
2004,Carolina Hurricanes,Eastern,Southeast,76,82,28,34,6,14,23,28,172,209,23,11,3,0
2004,Florida Panthers,Eastern,Southeast,75,82,28,35,4,15,23,28,188,221,24,12,4,0
2004,New York Rangers,Eastern,Atlantic,69,82,27,40,8,7,24,27,206,250,25,13,4,0
2004,Arizona Coyotes,Western,Pacific,68,82,22,36,6,18,17,22,188,245,26,13,5,0
2004,Columbus Blue Jackets,Western,Central,62,82,25,45,4,8,19,25,177,238,27,14,4,0
2004,Washington Capitals,Eastern,Southeast,59,82,23,46,3,10,22,23,186,253,28,14,5,0
2004,Chicago Blackhawks,Western,Central,59,82,20,43,8,11,16,20,188,259,29,15,5,0
2004,Pittsburgh Penguins,Eastern,Atlantic,58,82,23,47,4,8,16,23,190,303,30,15,5,0
2006,Detroit Red Wings,Western,Central,124,82,58,16,8,0,51,54,305,209,1,1,1,0
2006,Ottawa Senators,Eastern,Northeast,113,82,52,21,9,0,48,50,314,211,2,1,1,0
2006,Dallas Stars,Western,Pacific,112,82,53,23,6,0,38,41,265,218,3,2,1,0
2006,Carolina Hurricanes,Eastern,Southeast,112,82,52,22,8,0,40,44,294,260,4,2,1,0
2006,Buffalo Sabres,Eastern,Northeast,110,82,52,24,6,0,41,47,281,239,5,4,2,0
2006,Nashville Predators,Western,Central,106,82,49,25,8,0,40,43,259,227,6,4,2,0
2006,Calgary Flames,Western,Northwest,103,82,46,25,11,0,42,44,218,200,7,3,1,0
2006,New Jersey Devils,Eastern,Atlantic,101,82,46,27,9,0,33,37,242,229,8,3,1,0
2006,Philadelphia Flyers,Eastern,Atlantic,101,82,45,26,11,0,34,41,267,259,9,5,2,0
2006,New York Rangers,Eastern,Atlantic,100,82,44,26,12,0,33,37,257,215,10,6,3,0
2006,San Jose Sharks,Western,Pacific,99,82,44,27,11,0,34,43,266,242,11,5,2,0
2006,Anaheim Ducks,Western,Pacific,98,82,43,27,12,0,37,40,254,229,12,6,3,0
2006,Colorado Avalanche,Western,Northwest,95,82,43,30,9,0,37,40,283,257,13,7,2,0
2006,Edmonton Oilers,Western,Northwest,95,82,41,28,13,0,28,34,256,251,14,8,3,0
2006,Montreal Canadiens,Eastern,Northeast,93,82,42,31,9,0,33,40,243,247,15,7,3,0
2006,Tampa Bay Lightning,Eastern,Southeast,92,82,43,33,6,0,31,37,252,260,16,8,2,0
2006,Vancouver Canucks,Western,Northwest,92,82,42,32,8,0,34,38,256,255,17,9,4,0
2006,Toronto Maple Leafs,Eastern,Northeast,90,82,41,33,8,0,31,38,257,270,18,9,4,0
2006,Atlanta Thrashers,Eastern,Southeast,90,82,41,33,8,0,31,36,281,275,19,10,3,0
2006,Los Angeles Kings,Western,Pacific,89,82,42,35,5,0,32,36,249,270,20,10,4,0
2006,Florida Panthers,Eastern,Southeast,85,82,37,34,11,0,25,33,240,257,21,11,4,0
2006,Minnesota Wild,Western,Northwest,84,82,38,36,8,0,32,33,231,215,22,11,5,0
2006,Arizona Coyotes,Western,Pacific,81,82,38,39,5,0,28,34,246,271,23,12,5,0
2006,New York Islanders,Eastern,Atlantic,78,82,36,40,6,0,24,27,230,278,24,12,4,0
2006,Columbus Blue Jackets,Western,Central,74,82,35,43,4,0,21,27,223,279,25,13,3,0
2006,Boston Bruins,Eastern,Northeast,74,82,29,37,16,0,23,27,230,266,26,13,5,0
2006,Washington Capitals,Eastern,Southeast,70,82,29,41,12,0,20,22,237,306,27,14,5,0
2006,Chicago Blackhawks,Western,Central,65,82,26,43,13,0,17,24,211,285,28,14,4,0
2006,Pittsburgh Penguins,Eastern,Atlantic,58,82,22,46,14,0,17,21,244,316,29,15,5,0
2006,St. Louis Blues,Western,Central,57,82,21,46,15,0,14,17,197,292,30,15,5,0
2007,Buffalo Sabres,Eastern,Northeast,113,82,53,22,7,0,38,43,308,242,1,1,1,0
2007,Detroit Red Wings,Western,Central,113,82,50,19,13,0,45,48,254,199,2,1,1,0
2007,Nashville Predators,Western,Central,110,82,51,23,8,0,42,45,272,212,3,4,2,0
2007,Anaheim Ducks,Western,Pacific,110,82,48,20,14,0,39,44,258,208,4,2,1,0
2007,San Jose Sharks,Western,Pacific,107,82,51,26,5,0,48,49,258,199,5,5,2,0
2007,Dallas Stars,Western,Pacific,107,82,50,25,7,0,35,41,226,197,6,6,3,0
2007,New Jersey Devils,Eastern,Atlantic,107,82,49,24,9,0,36,39,216,201,7,2,1,0
2007,Vancouver Canucks,Western,Northwest,105,82,49,26,7,0,32,44,222,201,8,3,1,0
2007,Ottawa Senators,Eastern,Northeast,105,82,48,25,9,0,44,46,288,222,9,4,2,0
2007,Pittsburgh Penguins,Eastern,Atlantic,105,82,47,24,11,0,31,37,277,246,10,5,2,0
2007,Minnesota Wild,Western,Northwest,104,82,48,26,8,0,31,38,235,191,11,7,2,0
2007,Atlanta Thrashers,Eastern,Southeast,97,82,43,28,11,0,29,36,246,245,12,3,1,0
2007,Calgary Flames,Western,Northwest,96,82,43,29,10,0,38,40,258,226,13,8,3,0
2007,Colorado Avalanche,Western,Northwest,95,82,44,31,7,0,36,39,272,251,14,9,4,0
2007,New York Rangers,Eastern,Atlantic,94,82,42,30,10,0,30,33,242,216,15,6,3,0
2007,Tampa Bay Lightning,Eastern,Southeast,93,82,44,33,5,0,29,34,253,261,16,7,2,0
2007,New York Islanders,Eastern,Atlantic,92,82,40,30,12,0,30,32,248,240,17,8,4,0
2007,Toronto Maple Leafs,Eastern,Northeast,91,82,40,31,11,0,32,36,258,269,18,9,3,0
2007,Montreal Canadiens,Eastern,Northeast,90,82,42,34,6,0,34,36,245,256,19,10,4,0
2007,Carolina Hurricanes,Eastern,Southeast,88,82,40,34,8,0,34,40,241,253,20,11,3,0
2007,Florida Panthers,Eastern,Southeast,86,82,35,31,16,0,30,33,247,257,21,12,4,0
2007,St. Louis Blues,Western,Central,81,82,34,35,13,0,24,28,214,254,22,10,3,0
2007,Boston Bruins,Eastern,Northeast,76,82,35,41,6,0,22,26,219,289,23,13,5,0
2007,Columbus Blue Jackets,Western,Central,73,82,33,42,7,0,24,28,201,249,24,11,4,0
2007,Edmonton Oilers,Western,Northwest,71,82,32,43,7,0,28,29,195,248,25,12,5,0
2007,Chicago Blackhawks,Western,Central,71,82,31,42,9,0,22,25,201,258,26,13,5,0
2007,Washington Capitals,Eastern,Southeast,70,82,28,40,14,0,23,27,235,286,27,14,5,0
2007,Los Angeles Kings,Western,Pacific,68,82,27,41,14,0,21,23,227,283,28,14,4,0
2007,Arizona Coyotes,Western,Pacific,67,82,31,46,5,0,24,26,216,284,29,15,5,0
2007,Philadelphia Flyers,Eastern,Atlantic,56,82,22,48,12,0,18,21,214,303,30,15,5,0
2008,Detroit Red Wings,Western,Central,115,82,54,21,7,0,47,49,257,184,1,1,1,0
2008,San Jose Sharks,Western,Pacific,108,82,49,23,10,0,40,43,222,193,2,2,1,0
2008,Montreal Canadiens,Eastern,Northeast,104,82,47,25,10,0,37,42,262,222,3,1,1,0
2008,Pittsburgh Penguins,Eastern,Atlantic,102,82,47,27,8,0,39,40,247,216,4,2,1,0
2008,Anaheim Ducks,Western,Pacific,102,82,47,27,8,0,35,39,205,191,5,4,2,0
2008,New Jersey Devils,Eastern,Atlantic,99,82,46,29,7,0,31,38,206,197,6,4,2,0
2008,Minnesota Wild,Western,Northwest,98,82,44,28,10,0,35,41,223,218,7,3,1,0
2008,Dallas Stars,Western,Pacific,97,82,45,30,7,0,37,40,242,207,8,5,3,0
2008,New York Rangers,Eastern,Atlantic,97,82,42,27,13,0,30,34,213,199,9,5,3,0
2008,Colorado Avalanche,Western,Northwest,95,82,44,31,7,0,33,37,231,219,10,6,2,0
2008,Philadelphia Flyers,Eastern,Atlantic,95,82,42,29,11,0,36,39,248,233,11,6,4,0
2008,Washington Capitals,Eastern,Southeast,94,82,43,31,8,0,32,39,242,231,12,3,1,0
2008,Ottawa Senators,Eastern,Northeast,94,82,43,31,8,0,37,40,261,247,13,7,2,0
2008,Calgary Flames,Western,Northwest,94,82,42,30,10,0,36,39,229,227,14,7,3,0
2008,Boston Bruins,Eastern,Northeast,94,82,41,29,12,0,32,35,212,222,15,8,3,0
2008,Carolina Hurricanes,Eastern,Southeast,92,82,43,33,6,0,36,41,252,249,16,9,2,0
2008,Nashville Predators,Western,Central,91,82,41,32,9,0,33,38,230,229,17,8,2,0
2008,Buffalo Sabres,Eastern,Northeast,90,82,39,31,12,0,30,35,255,242,18,10,4,0
2008,Edmonton Oilers,Western,Northwest,88,82,41,35,6,0,22,26,235,251,19,9,4,0
2008,Chicago Blackhawks,Western,Central,88,82,40,34,8,0,31,35,239,235,20,10,3,0
2008,Vancouver Canucks,Western,Northwest,88,82,39,33,10,0,29,33,213,215,21,11,5,0
2008,Florida Panthers,Eastern,Southeast,85,82,38,35,9,0,29,33,216,226,22,11,3,0
2008,Arizona Coyotes,Western,Pacific,83,82,38,37,7,0,29,33,214,231,23,12,4,0
2008,Toronto Maple Leafs,Eastern,Northeast,83,82,36,35,11,0,28,33,231,260,24,12,5,0
2008,Columbus Blue Jackets,Western,Central,80,82,34,36,12,0,29,31,193,218,25,13,4,0
2008,New York Islanders,Eastern,Atlantic,79,82,35,38,9,0,25,30,194,243,26,13,5,0
2008,St. Louis Blues,Western,Central,79,82,33,36,13,0,29,30,205,237,27,14,5,0
2008,Atlanta Thrashers,Eastern,Southeast,76,82,34,40,8,0,19,25,216,272,28,14,4,0
2008,Los Angeles Kings,Western,Pacific,71,82,32,43,7,0,25,27,231,266,29,15,5,0
2008,Tampa Bay Lightning,Eastern,Southeast,71,82,31,42,9,0,27,29,223,267,30,15,5,0
2009,San Jose Sharks,Western,Pacific,117,82,53,18,11,0,43,47,257,204,1,1,1,0
2009,Boston Bruins,Eastern,Northeast,116,82,53,19,10,0,46,49,274,196,2,1,1,0
2009,Detroit Red Wings,Western,Central,112,82,51,21,10,0,42,45,295,244,3,2,1,0
2009,Washington Capitals,Eastern,Southeast,108,82,50,24,8,0,40,46,272,245,4,2,1,0
2009,New Jersey Devils,Eastern,Atlantic,106,82,51,27,4,0,36,45,244,209,5,3,1,0
2009,Chicago Blackhawks,Western,Central,104,82,46,24,12,0,36,42,264,216,6,4,2,0
2009,Vancouver Canucks,Western,Northwest,100,82,45,27,10,0,37,42,246,220,7,3,1,0
2009,Pittsburgh Penguins,Eastern,Atlantic,99,82,45,28,9,0,33,39,264,239,8,4,2,0
2009,Philadelphia Flyers,Eastern,Atlantic,99,82,44,27,11,0,34,40,264,238,9,5,3,0
2009,Calgary Flames,Western,Northwest,98,82,46,30,6,0,40,43,254,248,10,5,2,0
2009,Carolina Hurricanes,Eastern,Southeast,97,82,45,30,7,0,35,42,239,226,11,6,2,0
2009,New York Rangers,Eastern,Atlantic,95,82,43,30,9,0,30,33,210,218,12,7,4,0
2009,Montreal Canadiens,Eastern,Northeast,93,82,41,30,11,0,30,34,249,247,13,8,2,0
2009,Florida Panthers,Eastern,Southeast,93,82,41,30,11,0,34,38,234,231,14,9,3,0
2009,St. Louis Blues,Western,Central,92,82,41,31,10,0,31,35,233,233,15,6,3,0
2009,Columbus Blue Jackets,Western,Central,92,82,41,31,10,0,30,35,226,230,16,7,4,0
2009,Anaheim Ducks,Western,Pacific,91,82,42,33,7,0,30,35,245,238,17,8,2,0
2009,Buffalo Sabres,Eastern,Northeast,91,82,41,32,9,0,31,33,250,234,18,10,3,0
2009,Minnesota Wild,Western,Northwest,89,82,40,33,9,0,32,35,219,200,19,9,3,0
2009,Nashville Predators,Western,Central,88,82,40,34,8,0,28,34,213,233,20,10,5,0
2009,Edmonton Oilers,Western,Northwest,85,82,38,35,9,0,31,32,234,248,21,11,4,0
2009,Ottawa Senators,Eastern,Northeast,83,82,36,35,11,0,29,32,217,237,22,11,4,0
2009,Dallas Stars,Western,Pacific,83,82,36,35,11,0,25,30,230,257,23,12,3,0
2009,Toronto Maple Leafs,Eastern,Northeast,81,82,34,35,13,0,24,28,250,293,24,12,5,0
2009,Arizona Coyotes,Western,Pacific,79,82,36,39,7,0,32,33,208,252,25,13,4,0
2009,Los Angeles Kings,Western,Pacific,79,82,34,37,11,0,26,29,207,234,26,14,5,0
2009,Atlanta Thrashers,Eastern,Southeast,76,82,35,41,6,0,24,28,257,280,27,13,4,0
2009,Colorado Avalanche,Western,Northwest,69,82,32,45,5,0,20,23,199,257,28,15,5,0
2009,Tampa Bay Lightning,Eastern,Southeast,66,82,24,40,18,0,19,21,210,279,29,14,5,0
2009,New York Islanders,Eastern,Atlantic,61,82,26,47,9,0,20,23,201,279,30,15,5,0
2010,Washington Capitals,Eastern,Southeast,121,82,54,15,13,0,43,49,318,233,1,1,1,0
2010,San Jose Sharks,Western,Pacific,113,82,51,20,11,0,43,44,264,215,2,1,1,0
2010,Chicago Blackhawks,Western,Central,112,82,52,22,8,0,37,43,271,209,3,2,1,0
2010,Arizona Coyotes,Western,Pacific,107,82,50,25,7,0,31,36,225,202,4,4,2,0
2010,Vancouver Canucks,Western,Northwest,103,82,49,28,5,0,41,45,272,222,5,3,1,0
2010,New Jersey Devils,Eastern,Atlantic,103,82,48,27,7,0,40,42,222,191,6,2,1,0
2010,Detroit Red Wings,Western,Central,102,82,44,24,14,0,33,38,229,216,7,5,2,0
2010,Pittsburgh Penguins,Eastern,Atlantic,101,82,47,28,7,0,33,39,257,237,8,4,2,0
2010,Los Angeles Kings,Western,Pacific,101,82,46,27,9,0,32,36,241,219,9,6,3,0
2010,Nashville Predators,Western,Central,100,82,47,29,6,0,33,39,225,225,10,7,3,0
2010,Buffalo Sabres,Eastern,Northeast,100,82,45,27,10,0,35,41,235,207,11,3,1,0
2010,Colorado Avalanche,Western,Northwest,95,82,43,30,9,0,34,36,244,233,12,8,2,0
2010,Ottawa Senators,Eastern,Northeast,94,82,44,32,6,0,34,39,225,238,13,5,2,0
2010,Boston Bruins,Eastern,Northeast,91,82,39,30,13,0,25,29,206,200,14,6,3,0
2010,St. Louis Blues,Western,Central,90,82,40,32,10,0,30,33,225,223,15,9,4,0
2010,Calgary Flames,Western,Northwest,90,82,40,32,10,0,35,37,204,210,16,10,3,0
2010,Anaheim Ducks,Western,Pacific,89,82,39,32,11,0,31,34,238,251,17,11,4,0
2010,Philadelphia Flyers,Eastern,Atlantic,88,82,41,35,6,0,35,37,236,225,18,7,3,0
2010,Montreal Canadiens,Eastern,Northeast,88,82,39,33,10,0,24,32,217,223,19,8,4,0
2010,Dallas Stars,Western,Pacific,88,82,37,31,14,0,28,30,237,254,20,12,5,0
2010,New York Rangers,Eastern,Atlantic,87,82,38,33,11,0,34,35,222,218,21,9,4,0
2010,Minnesota Wild,Western,Northwest,84,82,38,36,8,0,28,33,219,246,22,13,4,0
2010,Atlanta Thrashers,Eastern,Southeast,83,82,35,34,13,0,29,31,234,256,23,10,2,0
2010,Carolina Hurricanes,Eastern,Southeast,80,82,35,37,10,0,26,31,230,256,24,11,3,0
2010,Tampa Bay Lightning,Eastern,Southeast,80,82,34,36,12,0,25,30,217,260,25,12,4,0
2010,New York Islanders,Eastern,Atlantic,79,82,34,37,11,0,20,26,222,264,26,13,5,0
2010,Columbus Blue Jackets,Western,Central,79,82,32,35,15,0,27,30,216,259,27,14,5,0
2010,Florida Panthers,Eastern,Southeast,77,82,32,37,13,0,24,26,208,244,28,14,5,0
2010,Toronto Maple Leafs,Eastern,Northeast,74,82,30,38,14,0,21,26,214,267,29,15,5,0
2010,Edmonton Oilers,Western,Northwest,62,82,27,47,8,0,18,19,214,284,30,15,5,0
2011,Vancouver Canucks,Western,Northwest,117,82,54,19,9,0,46,50,262,185,1,1,1,0
2011,Washington Capitals,Eastern,Southeast,107,82,48,23,11,0,34,43,224,197,2,1,1,0
2011,Philadelphia Flyers,Eastern,Atlantic,106,82,47,23,12,0,41,44,259,223,3,2,1,0
2011,Pittsburgh Penguins,Eastern,Atlantic,106,82,49,25,8,0,34,39,238,199,4,4,2,0
2011,San Jose Sharks,Western,Pacific,105,82,48,25,9,0,38,43,248,213,5,2,1,0
2011,Detroit Red Wings,Western,Central,104,82,47,25,10,0,34,43,261,241,6,3,1,0
2011,Boston Bruins,Eastern,Northeast,103,82,46,25,11,0,43,44,246,195,7,3,1,0
2011,Tampa Bay Lightning,Eastern,Southeast,103,82,46,25,11,0,32,40,247,240,8,5,2,0
2011,Anaheim Ducks,Western,Pacific,99,82,47,30,5,0,34,43,239,235,9,4,2,0
2011,Nashville Predators,Western,Central,99,82,44,27,11,0,36,38,219,194,10,5,2,0
2011,Arizona Coyotes,Western,Pacific,99,82,43,26,13,0,36,38,231,226,11,6,3,0
2011,Los Angeles Kings,Western,Pacific,98,82,46,30,6,0,35,36,219,198,12,7,4,0
2011,Chicago Blackhawks,Western,Central,97,82,44,29,9,0,34,38,258,225,13,8,3,0
2011,Montreal Canadiens,Eastern,Northeast,96,82,44,30,8,0,36,41,216,209,14,6,2,0
2011,Buffalo Sabres,Eastern,Northeast,96,82,43,29,10,0,28,38,245,229,15,7,3,0
2011,Dallas Stars,Western,Pacific,95,82,42,29,11,0,32,37,227,233,16,9,5,0
2011,Calgary Flames,Western,Northwest,94,82,41,29,12,0,30,32,250,237,17,10,2,0
2011,New York Rangers,Eastern,Atlantic,93,82,44,33,5,0,32,35,233,198,18,8,3,0
2011,Carolina Hurricanes,Eastern,Southeast,91,82,40,31,11,0,29,35,236,239,19,9,3,0
2011,St. Louis Blues,Western,Central,87,82,38,33,11,0,31,34,240,234,20,11,4,0
2011,Minnesota Wild,Western,Northwest,86,82,39,35,8,0,31,36,206,233,21,12,3,0
2011,Toronto Maple Leafs,Eastern,Northeast,85,82,37,34,11,0,30,32,218,251,22,10,4,0
2011,New Jersey Devils,Eastern,Atlantic,81,82,38,39,5,0,28,35,174,209,23,11,4,0
2011,Columbus Blue Jackets,Western,Central,81,82,34,35,13,0,24,29,215,258,24,13,5,0
2011,Atlanta Thrashers,Eastern,Southeast,80,82,34,36,12,0,19,29,223,269,25,12,4,0
2011,Ottawa Senators,Eastern,Northeast,74,82,32,40,10,0,28,30,192,250,26,13,5,0
2011,New York Islanders,Eastern,Atlantic,73,82,30,39,13,0,19,26,229,264,27,14,5,0
2011,Florida Panthers,Eastern,Southeast,72,82,30,40,12,0,20,26,195,229,28,15,5,0
2011,Colorado Avalanche,Western,Northwest,68,82,30,44,8,0,18,24,227,288,29,14,4,0
2011,Edmonton Oilers,Western,Northwest,62,82,25,45,12,0,21,23,193,269,30,15,5,0
2012,Vancouver Canucks,Western,Northwest,111,82,51,22,9,0,36,43,249,198,1,1,1,0
2012,New York Rangers,Eastern,Atlantic,109,82,51,24,7,0,39,47,226,187,2,1,1,0
2012,St. Louis Blues,Western,Central,109,82,49,22,11,0,42,45,210,165,3,2,1,0
2012,Pittsburgh Penguins,Eastern,Atlantic,108,82,51,25,6,0,40,42,282,221,4,4,2,0
2012,Nashville Predators,Western,Central,104,82,48,26,8,0,40,43,237,210,5,4,2,0
2012,Philadelphia Flyers,Eastern,Atlantic,103,82,47,26,9,0,37,43,264,232,6,5,3,0
2012,Boston Bruins,Eastern,Northeast,102,82,49,29,4,0,38,40,269,202,7,2,1,0
2012,Detroit Red Wings,Western,Central,102,82,48,28,6,0,36,39,248,203,8,5,3,0
2012,New Jersey Devils,Eastern,Atlantic,102,82,48,28,6,0,32,36,228,209,9,6,4,0
2012,Chicago Blackhawks,Western,Central,101,82,45,26,11,0,34,38,248,238,10,6,4,0
2012,Arizona Coyotes,Western,Pacific,97,82,42,27,13,0,33,36,216,204,11,3,1,0
2012,San Jose Sharks,Western,Pacific,96,82,43,29,10,0,31,34,228,210,12,7,2,0
2012,Los Angeles Kings,Western,Pacific,95,82,40,27,15,0,31,34,194,179,13,8,3,0
2012,Florida Panthers,Eastern,Southeast,94,82,38,26,18,0,31,32,203,227,14,3,1,0
2012,Washington Capitals,Eastern,Southeast,92,82,42,32,8,0,31,38,222,230,15,7,2,0
2012,Ottawa Senators,Eastern,Northeast,92,82,41,31,10,0,30,35,249,240,16,8,2,0
2012,Calgary Flames,Western,Northwest,90,82,37,29,16,0,32,34,202,226,17,9,2,0
2012,Dallas Stars,Western,Pacific,89,82,42,35,5,0,31,35,211,222,18,10,4,0
2012,Buffalo Sabres,Eastern,Northeast,89,82,39,32,11,0,27,32,218,230,19,9,3,0
2012,Colorado Avalanche,Western,Northwest,88,82,41,35,6,0,25,32,208,220,20,11,3,0
2012,Tampa Bay Lightning,Eastern,Southeast,84,82,38,36,8,0,25,35,235,281,21,10,3,0
2012,Winnipeg Jets,Eastern,Southeast,84,82,37,35,10,0,27,33,225,246,22,11,4,0
2012,Carolina Hurricanes,Eastern,Southeast,82,82,33,33,16,0,29,32,213,243,23,12,5,0
2012,Minnesota Wild,Western,Northwest,81,82,35,36,11,0,22,24,177,226,24,12,4,0
2012,Anaheim Ducks,Western,Pacific,80,82,34,36,12,0,29,31,204,231,25,13,5,0
2012,Toronto Maple Leafs,Eastern,Northeast,80,82,35,37,10,0,26,31,231,264,26,13,4,0
2012,New York Islanders,Eastern,Atlantic,79,82,34,37,11,0,24,27,203,255,27,14,5,0
2012,Montreal Canadiens,Eastern,Northeast,78,82,31,35,16,0,24,26,212,226,28,15,5,0
2012,Edmonton Oilers,Western,Northwest,74,82,32,40,10,0,25,27,212,239,29,14,5,0
2012,Columbus Blue Jackets,Western,Central,65,82,29,46,7,0,23,25,202,262,30,15,5,0
2013,Chicago Blackhawks,Western,Central,77,48,36,7,5,0,25,30,155,102,1,1,1,0
2013,Pittsburgh Penguins,Eastern,Atlantic,72,48,36,12,0,0,31,33,165,119,2,1,1,0
2013,Anaheim Ducks,Western,Pacific,66,48,30,12,6,0,23,24,140,118,3,2,1,0
2013,Montreal Canadiens,Eastern,Northeast,63,48,29,14,5,0,24,26,149,126,4,2,1,0
